dataset,station,component,method,peak_time,score,significant,snr,kurt,econc,leakage,vetoed,ulp_score,ulp_pass
ingv,ECPN,mag,max,2023-02-23 18:25:50,0.6144,True,2.2898057419743734,0.7866105452119707,0.014447543737441858,1.162872766128912,False,2.5186975541455636,False
ingv,ECPN,mag,max,2022-12-07 13:36:53,0.5983,False,2.2950567991966095,-0.017325936135797804,0.009466907127336973,1.5072447942683476,False,2.515742885366659,False
ingv,ECPN,mag,max,2022-11-15 18:34:58,0.6194,True,2.9220804646474696,-0.7852676598417534,0.11285640914693228,1.6621486687826903,False,2.5066509335004565,False
ingv,ECPN,mag,max,2022-12-12 13:55:04,0.6081,False,3.7767002653641044,0.8482847028633325,0.10076907964356693,1.3732025008389315,False,2.4781185732435733,False
ingv,ECPN,mag,max,2023-01-09 03:25:48,0.6055,False,2.8676683667721545,1.495413163330591,0.04847159367596026,0.8842996862674932,False,2.4711298871866805,True
ingv,EEC1,mag,max,2023-02-09 23:43:18,0.5472,True,6.0881762294093145,0.3327342765848553,0.14554824781421496,2.2901403039810804,False,2.459340211007394,False
experiment,ECIT,mag,max,2023-07-25 14:55:35,0.5651,False,2.393935075830535,-0.7931020047467867,0.06340461658698303,1.4266289444461293,False,2.4475989978742714,False
ingv,ECPN,mag,stack,2023-01-10 17:36:40,0.3765,True,5.255322619493671,0.27856088008572133,0.1350485529685382,0.9243618175500046,False,2.425391208063825,True
ingv,ECPN,mag,max,2023-01-12 19:33:00,0.7276,True,2.1784345040147497,-0.45028758166428995,0.11582351931131746,1.776095068488664,False,2.388740636876027,False
ingv,ECPN,mag,max,2022-12-29 13:50:57,0.6258,True,2.205173632451371,-0.7027055476560009,0.1320091482884918,1.2079824163819797,False,2.3774159318530668,False
ingv,EEC1,mag,max,2023-01-21 13:25:11,0.5116,False,3.1105064803471683,0.8187710900158609,0.07343001249589598,0.7136852753170433,False,2.35075086366435,True
ingv,ECPN,mag,max,2023-02-04 10:27:51,0.607,False,1.9910246090676953,-0.4984894290394566,0.07357009365765661,1.3172980518615174,False,2.32124815897357,False
ingv,EEC1,mag,max,2022-11-30 10:09:09,0.5078,False,2.474042176296824,-0.5570260897353534,0.053581292969206884,1.187945881272707,False,2.297871195680286,False
ingv,ECPN,mag,stack,2023-01-21 14:44:09,0.363,False,4.666355536241328,-0.3903205892638346,0.10754669227836446,1.1244583446707874,False,2.2939344308719436,False
ingv,ECPN,mag,max,2023-01-06 23:04:25,0.6881,True,1.7285333982501248,-0.6599788886406963,0.05816771443382187,1.8628338769714694,False,2.2839229952514515,False
experiment,EC1,mag,stack,2023-07-27 10:50:10,0.3887,True,4.586713623166462,-0.9208014249247962,0.09640830411275678,,False,2.283615493869509,False
ingv,ECPN,mag,max,2023-01-04 17:23:22,0.6371,True,1.8528275152760985,-0.29415485889294724,0.04717268893827882,1.527414486447722,False,2.2803151621423052,False
ingv,ECPN,mag,max,2023-02-06 23:47:53,0.6087,False,2.0591201800519268,-0.5222918832287262,0.030826718999600048,1.7177679155235464,False,2.259994933539485,False
ingv,EEC1,mag,max,2023-02-07 23:28:40,0.5532,True,1.6822497530375924,-0.7873815836404874,0.09030359156748426,0.9111100623987088,False,2.2333693512902877,True
ingv,ECPN,mag,max,2023-02-10 19:59:33,0.6377,True,2.0148227764837587,0.3767894222668642,0.13460754350636664,0.7177704121225582,False,2.230579610461804,True
ingv,EEC1,mag,max,2023-02-10 08:20:32,0.6203,True,6.085464138772615,1.0732241211340723,0.2913053816842061,1.5086788979242267,False,2.2239914388959883,False
ingv,EEC1,mag,max,2022-11-24 19:14:32,0.5355,False,2.2895056608371975,-0.16841149022143442,0.12532306616697395,0.6173053456676681,False,2.2107444732862445,True
ingv,ECPN,mag,max,2022-12-09 00:08:47,0.6404,True,2.2119531918546183,0.07757051444500718,0.04271294164925679,1.649416202695356,False,2.2070319633985758,False
ingv,ECPN,mag,max,2023-01-31 14:08:27,0.6181,True,2.7351104611067076,-0.028348547868508156,0.08112307875573375,1.6044272101549195,False,2.203371583113857,False
ingv,EEC1,mag,stack,2022-11-19 11:34:24,0.3583,True,3.142300645114144,-0.5914475067259386,0.03050474781130792,0.9275714808085441,False,2.1997120997644686,True
ingv,EEC1,mag,max,2023-02-09 16:08:29,0.5319,False,3.5392965093229236,-0.5429056434039312,0.15759256657885598,1.2871336620213334,False,2.189187482978709,False
